#1
double tab1(18001,8)
#time	tagertSpeed	ShafterPostion	Eng.minTorque	Eng.maxTorque	air_degC	ENG_degC	PT_TH_degC
468.5	0	1	0	500	45	56	27
468.6	0	1	0	500	45	56	27
468.7	0	1	0	500	45	56	27
468.8	0	1	0	500	45	56	27
468.9	0	1	0	500	45	56	27
469	0	1	0	500	45	56	27
469.1	0	1	0	500	45	56	27
469.2	0	1	0	500	45	56	27
469.3	0	1	0	500	45	56	27
469.4	0	1	0	500	45	56	27
469.5	0	1	0	500	45	56	27
469.6	0	1	0	500	45	56	27
469.7	0	1	0	500	45	56	27
469.8	0	1	0	500	45	56	27
469.9	0	1	0	500	45	56	27
470	0	1	0	500	45	56	27
470.1	0	1	0	500	45	56	27
470.2	0	1	0	500	45	56	27
470.3	0	1	0	500	45	56	27
470.4	0	1	0	500	45	56	27
470.5	0	1	0	500	45	56	27
470.6	0	1	0	500	45	56	27
470.7	0	1	0	500	45	56	27
470.8	0	1	0	500	45	56	27
470.9	0	1	0	500	45	56	27
471	0	1	0	500	45	56	27
471.1	0	1	0	500	45	56	27
471.2	0	1	0	500	45	56	27
471.3	0	1	0	500	45	56	27
471.4	0	1	0	500	45	56	27
471.5	0	1	0	500	45	56	27
471.6	0	1	0	500	45	56	27
471.7	0	1	0	500	45	56	27
471.8	0	1	0	500	45	56	27
471.9	0	1	0	500	45	56	27
472	0	1	0	500	45	56	27
472.1	0	1	0	500	45	56	27
472.2	0	1	0	500	45	56	27
472.3	0	1	0	500	45	56	27
472.4	0	1	0	500	45	56	27
472.5	0	1	0	500	45	56	27
472.6	0	1	0	500	45	56	27
472.7	0	1	0	500	45	56	27
472.8	0	1	0	500	45	56	27
472.9	0	1	0	500	45	56	27
473	0	1	0	500	45	56	27
473.1	0	1	0	500	45	56	27
473.2	0	1	0	500	45	56	27
473.3	0	1	0	500	45	56	27
473.4	0	1	0	500	45	56	27
473.5	0	1	0	500	45	56	27
473.6	0	1	0	500	45	56	27
473.7	0	1	0	500	45	56	27
473.8	0	1	0	500	45	56	27
473.9	0	1	0	500	45	56	27
474	0	1	0	500	45	56	27
474.1	0	1	0	500	45	56	27
474.2	0	1	0	500	45	56	27
474.3	0	1	0	500	45	56	27
474.4	0	1	0	500	45	56	27
474.5	0	1	0	500	45	56	27
474.6	0	1	0	500	45	56	27
474.7	0	1	0	500	45	56	27
474.8	0	1	0	500	45	56	27
474.9	0	1	0	500	45	56	27
475	0	1	0	500	45	56	27
475.1	0	1	0	500	45	56	27
475.2	0	1	0	500	45	56	27
475.3	0	1	0	500	45	56	27
475.4	0	1	0	500	45	56	27
475.5	0	1	0	500	45	56	27
475.6	0	1	0	500	45	56	27
475.7	0	1	0	500	45	56	27
475.8	0	1	0	500	45	56	27
475.9	0	1	0	500	45	56	27
476	0	1	0	500	45	56	27
476.1	0	1	0	500	45	56	27
476.2	0	1	0	500	45	56	27
476.3	0	1	0	500	45	56	27
476.4	0	1	0	500	45	56	27
476.5	0	1	0	500	45	56	27
476.6	0	1	0	500	45	56	27
476.7	0	1	0	500	45	56	27
476.8	0	1	0	500	45	56	27
476.9	0	1	0	500	45	56	27
477	0	1	0	500	45	56	27
477.1	0	1	0	500	45	56	27
477.2	0	1	0	500	45	56	27
477.3	0	1	0	500	45	56	27
477.4	0	1	0	500	45	56	27
477.5	0	1	0	500	45	56	27
477.6	0	1	0	500	45	56	27
477.7	0	1	0	500	45	56	27
477.8	0	1	0	500	45	56	27
477.9	0	1	0	500	45	56	27
478	0	1	0	500	45	56	27
478.1	0	1	0	500	45	56	27
478.2	0	1	0	500	45	56	27
478.3	0	1	0	500	45	56	27
478.4	0	1	0	500	45	56	27
478.5	0	1	0	500	45	56	27
478.6	0	1	0	500	45	56	27
478.7	0	1	0	500	45	56	27
478.8	0	1	0	500	45	56	27
478.9	0	1	0	500	45	56	27
479	0	1	0	500	45	56	27
479.1	0	1	0	500	45	56	27
479.2	0	1	0	500	45	56	27
479.3	0	1	0	500	45	56	27
479.4	0	1	0	500	45	56	27
479.5	0	1	0	500	45	56	27
479.6	0	1	0	500	45	56	27
479.7	0	1	0	500	45	56	27
479.8	0	1	0	500	45	56	27
479.9	0	1	0	500	45	56	27
480	0	1	0	500	45	56	27
480.1	0	1	0	500	45	56	27
480.2	0	1	0	500	45	56	27
480.3	0	1	0	500	45	56	27
480.4	0	1	0	500	45	56	27
480.5	0	1	0	500	45	56	27
480.6	0	1	0	500	45	56	27
480.7	0	1	0	500	45	56	27
480.8	0	1	0	500	45	56	27
480.9	0	1	0	500	45	56	27
481	0	1	0	500	45	56	27
481.1	0	1	0	500	45	56	27
481.2	0	1	0	500	45	56	27
481.3	0	1	0	500	45	56	27
481.4	0	1	0	500	45	56	27
481.5	0	1	0	500	45	56	27
481.6	0	1	0	500	45	56	27
481.7	0	1	0	500	45	56	27
481.8	0	1	0	500	45	56	27
481.9	0	1	0	500	45	56	27
482	0	1	0	500	45	56	27
482.1	0	1	0	500	45	56	27
482.2	0	1	0	500	45	56	27
482.3	0	1	0	500	45	56	27
482.4	0	1	0	500	45	56	27
482.5	0	1	0	500	45	56	27
482.6	0	1	0	500	45	56	27
482.7	0	1	0	500	45	56	27
482.8	0	1	0	500	45	56	27
482.9	0	1	0	500	45	56	27
483	0	1	0	500	45	56	27
483.1	0	1	0	500	45	56	27
483.2	0	1	0	500	45	56	27
483.3	0	1	0	500	45	56	27
483.4	0	1	0	500	45	56	27
483.5	0	1	0	500	45	56	27
483.6	0	1	0	500	45	56	27
483.7	0	1	0	500	45	56	27
483.8	0	1	0	500	45	56	27
483.9	0	1	0	500	45	56	27
484	0	1	0	500	45	56	27
484.1	0	1	0	500	45	56	27
484.2	0	1	0	500	45	56	27
484.3	0	1	0	500	45	56	27
484.4	0	1	0	500	45	56	27
484.5	0	1	0	500	45	56	27
484.6	0	1	0	500	45	56	27
484.7	0	1	0	500	45	56	27
484.8	0	1	0	500	45	56	27
484.9	0	1	0	500	45	56	27
485	0	1	0	500	45	56	27
485.1	0	1	0	500	45	56	27
485.2	0	1	0	500	45	56	27
485.3	0	1	0	500	45	56	27
485.4	0	1	0	500	45	56	27
485.5	0	1	0	500	45	56	27
485.6	0	1	0	500	45	56	27
485.7	0	1	0	500	45	56	27
485.8	0	1	0	500	45	56	27
485.9	0	1	0	500	45	56	27
486	0	1	0	500	45	56	27
486.1	0	1	0	500	45	56	27
486.2	0	1	0	500	45	56	27
486.3	0	1	0	500	45	56	27
486.4	0	1	0	500	45	56	27
486.5	0	1	0	500	45	56	27
486.6	0	1	0	500	45	56	27
486.7	0	1	0	500	45	56	27
486.8	0	1	0	500	45	56	27
486.9	0	1	0	500	45	56	27
487	0	1	0	500	45	56	27
487.1	0	1	0	500	45	56	27
487.2	0	1	0	500	45	56	27
487.3	0	1	0	500	45	56	27
487.4	0	1	0	500	45	56	27
487.5	0	1	0	500	45	56	27
487.6	0	1	0	500	45	56	27
487.7	0	1	0	500	45	56	27
487.8	0	1	0	500	45	56	27
487.9	0	1	0	500	45	56	27
488	0	1	0	500	45	56	27
488.1	0	1	0	500	45	56	27
488.2	0	1	0	500	45	56	27
488.3	0	1	0	500	45	56	27
488.4	0	1	0	500	45	56	27
488.5	0	1	0	500	45	56	27
488.6	0	1	0	500	45	56	27
488.7	0	1	0	500	45	56	27
488.8	0	1	0	500	45	56	27
488.9	0	1	0	500	45	56	27
489	0	1	0	500	45	56	27
489.1	0	1	0	500	45	56	27
489.2	0	1	0	500	45	56	27
489.3	0	1	0	500	45	56	27
489.4	0	1	0	500	45	56	27
489.5	0	1	0	500	45	56	27
489.6	0	1	0	500	45	56	27
489.7	0	1	0	500	45	56	27
489.8	0	1	0	500	45	56	27
489.9	0	1	0	500	45	56	27
490	0	1	0	500	45	56	27
490.1	0	1	0	500	45	56	27
490.2	0	1	0	500	45	56	27
490.3	0	1	0	500	45	56	27
490.4	0	1	0	500	45	56	27
490.5	0	1	0	500	45	56	27
490.6	0	1	0	500	45	56	27
490.7	0	1	0	500	45	56	27
490.8	0	1	0	500	45	56	27
490.9	0	1	0	500	45	56	27
491	0	1	0	500	45	56	27
491.1	0	1	0	500	45	56	27
491.2	0	1	0	500	45	56	27
491.3	0	1	0	500	45	56	27
491.4	0	1	0	500	45	56	27
491.5	0	1	0	500	45	56	27
491.6	0	1	0	500	45	56	27
491.7	0	1	0	500	45	56	27
491.8	0	1	0	500	45	56	27
491.9	0	1	0	500	45	56	27
492	0	1	0	500	45	56	27
492.1	0	1	0	500	45	56	27
492.2	0	1	0	500	45	56	27
492.3	0	1	0	500	45	56	27
492.4	0	1	0	500	45	56	27
492.5	0	1	0	500	45	56	27
492.6	0	1	0	500	45	56	27
492.7	0	1	0	500	45	56	27
492.8	0	1	0	500	45	56	27
492.9	0	1	0	500	45	56	27
493	0	1	0	500	45	56	27
493.1	0	1	0	500	45	56	27
493.2	0	1	0	500	45	56	27
493.3	0	1	0	500	45	56	27
493.4	0	1	0	500	45	56	27
493.5	0	1	0	500	45	56	27
493.6	0	1	0	500	45	56	27
493.7	0	1	0	500	45	56	27
493.8	0	1	0	500	45	56	27
493.9	0	1	0	500	45	56	27
494	0	1	0	500	45	56	27
494.1	0	1	0	500	45	56	27
494.2	0	1	0	500	45	56	27
494.3	0	1	0	500	45	56	27
494.4	0	1	0	500	45	56	27
494.5	0	1	0	500	45	56	27
494.6	0	1	0	500	45	56	27
494.7	0	1	0	500	45	56	27
494.8	0	1	0	500	45	56	27
494.9	0	1	0	500	45	56	27
495	0	1	0	500	45	56	27
495.1	0	1	0	500	45	56	27
495.2	0	1	0	500	45	56	27
495.3	0	1	0	500	45	56	27
495.4	0	1	0	500	45	56	27
495.5	0	1	0	500	45	56	27
495.6	0	1	0	500	45	56	27
495.7	0	1	0	500	45	56	27
495.8	0	1	0	500	45	56	27
495.9	0	1	0	500	45	56	27
496	0	1	0	500	45	56	27
496.1	0	1	0	500	45	56	27
496.2	0	1	0	500	45	56	27
496.3	0	1	0	500	45	56	27
496.4	0	1	0	500	45	56	27
496.5	0	1	0	500	45	56	27
496.6	0	1	0	500	45	56	27
496.7	0	1	0	500	45	56	27
496.8	0	1	0	500	45	56	27
496.9	0	1	0	500	45	56	27
497	0	1	0	500	45	56	27
497.1	0	1	0	500	45	56	27
497.2	0	1	0	500	45	56	27
497.3	0	1	0	500	45	56	27
497.4	0	1	0	500	45	56	27
497.5	0	1	0	500	45	56	27
497.6	0	1	0	500	45	56	27
497.7	0	1	0	500	45	56	27
497.8	0	1	0	500	45	56	27
497.9	0	1	0	500	45	56	27
498	0	1	0	500	45	56	27
498.1	0	1	0	500	45	56	27
498.2	0	1	0	500	45	56	27
498.3	0	1	0	500	45	56	27
498.4	0	1	0	500	45	56	27
498.5	0	1	0	500	45	56	27
498.6	0	1	0	500	45	56	27
498.7	0	1	0	500	45	56	27
498.8	0	1	0	500	45	56	27
498.9	0	1	0	500	45	56	27
499	0	1	0	500	45	56	27
499.1	0	1	0	500	45	56	27
499.2	0	1	0	500	45	56	27
499.3	0	1	0	500	45	56	27
499.4	0	1	0	500	45	56	27
499.5	0	1	0	500	45	56	27
499.6	0	1	0	500	45	56	27
499.7	0	1	0	500	45	56	27
499.8	0	1	0	500	45	56	27
499.9	0	1	0	500	45	56	27
500	0	1	0	500	45	56	27
500.1	0	1	0	500	45	56	27
500.2	0	1	0	500	45	56	27
500.3	0	1	0	500	45	56	27
500.4	0	1	0	500	45	56	27
500.5	0	1	0	500	45	56	27
500.6	0	1	0	500	45	56	27
500.7	0	1	0	500	45	56	27
500.8	0	1	0	500	45	56	27
500.9	0	1	0	500	45	56	27
501	0	1	0	500	45	56	27
501.1	0	1	0	500	45	56	27
501.2	0	1	0	500	45	56	27
501.3	0	1	0	500	45	56	27
501.4	0	1	0	500	45	56	27
501.5	0	1	0	500	45	56	27
501.6	0	1	0	500	45	56	27
501.7	0	1	0	500	45	56	27
501.8	0	1	0	500	45	56	27
501.9	0	1	0	500	45	56	27
502	0	1	0	500	45	56	27
502.1	0	1	0	500	45	56	27
502.2	0	1	0	500	45	56	27
502.3	0	1	0	500	45	56	27
502.4	0	1	0	500	45	56	27
502.5	0	1	0	500	45	56	27
502.6	0	1	0	500	45	56	27
502.7	0	1	0	500	45	56	27
502.8	0	1	0	500	45	56	27
502.9	0	1	0	500	45	56	27
503	0	1	0	500	45	56	27
503.1	0	1	0	500	45	56	27
503.2	0	1	0	500	45	56	27
503.3	0	1	0	500	45	56	27
503.4	0	1	0	500	45	56	27
503.5	0	1	0	500	45	56	27
503.6	0	1	0	500	45	56	27
503.7	0	1	0	500	45	56	27
503.8	0	1	0	500	45	56	27
503.9	0	1	0	500	45	56	27
504	0	1	0	500	45	56	27
504.1	0	1	0	500	45	56	27
504.2	0	1	0	500	45	56	27
504.3	0	1	0	500	45	56	27
504.4	0	1	0	500	45	56	27
504.5	0	1	0	500	45	56	27
504.6	0	1	0	500	45	56	27
504.7	0	1	0	500	45	56	27
504.8	0	1	0	500	45	56	27
504.9	0	1	0	500	45	56	27
505	0	1	0	500	45	56	27
505.1	0	1	0	500	45	56	27
505.2	0	1	0	500	45	56	27
505.3	0	1	0	500	45	56	27
505.4	0	1	0	500	45	56	27
505.5	0	1	0	500	45	56	27
505.6	0	1	0	500	45	56	27
505.7	0	1	0	500	45	56	27
505.8	0	1	0	500	45	56	27
505.9	0	1	0	500	45	56	27
506	0	1	0	500	45	56	27
506.1	0	1	0	500	45	56	27
506.2	0	1	0	500	45	56	27
506.3	0	1	0	500	45	56	27
506.4	0	1	0	500	45	56	27
506.5	0	1	0	500	45	56	27
506.6	0	1	0	500	45	56	27
506.7	0	1	0	500	45	56	27
506.8	0	1	0	500	45	56	27
506.9	0	1	0	500	45	56	27
507	0	1	0	500	45	56	27
507.1	0	1	0	500	45	56	27
507.2	0	1	0	500	45	56	27
507.3	0	1	0	500	45	56	27
507.4	0	1	0	500	45	56	27
507.5	0	1	0	500	45	56	27
507.6	0	1	0	500	45	56	27
507.7	0	1	0	500	45	56	27
507.8	0	1	0	500	45	56	27
507.9	0	1	0	500	45	56	27
508	0	1	0	500	45	56	27
508.1	0	1	0	500	45	56	27
508.2	0	1	0	500	45	56	27
508.3	0	1	0	500	45	56	27
508.4	0	1	0	500	45	56	27
508.5	0	1	0	500	45	56	27
508.6	0	1	0	500	45	56	27
508.7	0	1	0	500	45	56	27
508.8	0	1	0	500	45	56	27
508.9	0	1	0	500	45	56	27
509	0	1	0	500	45	56	27
509.1	0	1	0	500	45	56	27
509.2	0	1	0	500	45	56	27
509.3	0	1	0	500	45	56	27
509.4	0	1	0	500	45	56	27
509.5	0	1	0	500	45	56	27
509.6	0	1	0	500	45	56	27
509.7	0	1	0	500	45	56	27
509.8	0	1	0	500	45	56	27
509.9	0	1	0	500	45	56	27
510	0	1	0	500	45	56	27
510.1	0	1	0	500	45	56	27
510.2	0	1	0	500	45	56	27
510.3	0	1	0	500	45	56	27
510.4	0	1	0	500	45	56	27
510.5	0	1	0	500	45	56	27
510.6	0	1	0	500	45	56	27
510.7	0	1	0	500	45	56	27
510.8	0	1	0	500	45	56	27
510.9	0	1	0	500	45	56	27
511	0	1	0	500	45	56	27
511.1	0.01354743	1	0	500	45	56	27
511.2	0.03217272	1	0	500	45	56	27
511.3	0.05700939	1	0	500	45	56	27
511.4	0.08919095	1	0	500	45	56	27
511.5	0.12985092	1	0	500	45	56	27
511.6	0.18012281	1	0	500	45	56	27
511.7	0.24114015	1	0	500	45	56	27
511.8	0.31403645	1	0	500	45	56	27
511.9	0.39994523	1	0	500	45	56	27
512	0.5	1	0	500	45	56	27
512.1	0.61530633	1	0	500	45	56	27
512.2	0.74685798	1	0	500	45	56	27
512.3	0.89562076	1	0	500	45	56	27
512.4	1.0625605	1	0	500	45	56	27
512.5	1.248643	1	0	500	45	56	27
512.6	1.454834	1	0	500	45	56	27
512.7	1.6820994	1	0	500	45	56	27
512.8	1.931405	1	0	500	45	56	27
512.9	2.2037166	1	0	500	45	56	27
513	2.5	1	0	500	45	56	27
513.1	2.8208273	1	0	500	45	56	27
513.2	3.1651954	1	0	500	45	56	27
513.3	3.5317076	1	0	500	45	56	27
513.4	3.9189671	1	0	500	45	56	27
513.5	4.3255773	1	0	500	45	56	27
513.6	4.7501412	1	0	500	45	56	27
513.7	5.1912622	1	0	500	45	56	27
513.8	5.6475435	1	0	500	45	56	27
513.9	6.1175884	1	0	500	45	56	27
514	6.6	1	0	500	45	56	27
514.1	7.0933846	1	0	500	45	56	27
514.2	7.5963605	1	0	500	45	56	27
514.3	8.1075489	1	0	500	45	56	27
514.4	8.625571	1	0	500	45	56	27
514.5	9.149048	1	0	500	45	56	27
514.6	9.6766011	1	0	500	45	56	27
514.7	10.206852	1	0	500	45	56	27
514.8	10.738421	1	0	500	45	56	27
514.9	11.26993	1	0	500	45	56	27
515	11.8	1	0	500	45	56	27
515.1	12.327334	1	0	500	45	56	27
515.2	12.850962	1	0	500	45	56	27
515.3	13.369997	1	0	500	45	56	27
515.4	13.883549	1	0	500	45	56	27
515.5	14.390731	1	0	500	45	56	27
515.6	14.890654	1	0	500	45	56	27
515.7	15.382431	1	0	500	45	56	27
515.8	15.865173	1	0	500	45	56	27
515.9	16.337992	1	0	500	45	56	27
516	16.8	1	0	500	45	56	27
516.1	17.250179	1	0	500	45	56	27
516.2	17.686989	1	0	500	45	56	27
516.3	18.108764	1	0	500	45	56	27
516.4	18.513833	1	0	500	45	56	27
516.5	18.900529	1	0	500	45	56	27
516.6	19.267182	1	0	500	45	56	27
516.7	19.612124	1	0	500	45	56	27
516.8	19.933687	1	0	500	45	56	27
516.9	20.230202	1	0	500	45	56	27
517	20.5	1	0	500	45	56	27
517.1	20.741951	1	0	500	45	56	27
517.2	20.95708	1	0	500	45	56	27
517.3	21.146948	1	0	500	45	56	27
517.4	21.313119	1	0	500	45	56	27
517.5	21.457154	1	0	500	45	56	27
517.6	21.580618	1	0	500	45	56	27
517.7	21.685071	1	0	500	45	56	27
517.8	21.772078	1	0	500	45	56	27
517.9	21.8432	1	0	500	45	56	27
518	21.9	1	0	500	45	56	27
518.1	21.943917	1	0	500	45	56	27
518.2	21.975892	1	0	500	45	56	27
518.3	21.996745	1	0	500	45	56	27
518.4	22.007293	1	0	500	45	56	27
518.5	22.008354	1	0	500	45	56	27
518.6	22.000747	1	0	500	45	56	27
518.7	21.98529	1	0	500	45	56	27
518.8	21.962801	1	0	500	45	56	27
518.9	21.934098	1	0	500	45	56	27
519	21.9	1	0	500	45	56	27
519.1	21.861182	1	0	500	45	56	27
519.2	21.817752	1	0	500	45	56	27
519.3	21.769673	1	0	500	45	56	27
519.4	21.716911	1	0	500	45	56	27
519.5	21.65943	1	0	500	45	56	27
519.6	21.597195	1	0	500	45	56	27
519.7	21.530169	1	0	500	45	56	27
519.8	21.458319	1	0	500	45	56	27
519.9	21.381607	1	0	500	45	56	27
520	21.3	1	0	500	45	56	27
520.1	21.213554	1	0	500	45	56	27
520.2	21.1227	1	0	500	45	56	27
520.3	21.027962	1	0	500	45	56	27
520.4	20.929862	1	0	500	45	56	27
520.5	20.828925	1	0	500	45	56	27
520.6	20.725674	1	0	500	45	56	27
520.7	20.620633	1	0	500	45	56	27
520.8	20.514324	1	0	500	45	56	27
520.9	20.407272	1	0	500	45	56	27
521	20.3	1	0	500	45	56	27
521.1	20.192901	1	0	500	45	56	27
521.2	20.085847	1	0	500	45	56	27
521.3	19.97858	1	0	500	45	56	27
521.4	19.87084	1	0	500	45	56	27
521.5	19.762369	1	0	500	45	56	27
521.6	19.652909	1	0	500	45	56	27
521.7	19.5422	1	0	500	45	56	27
521.8	19.429985	1	0	500	45	56	27
521.9	19.316005	1	0	500	45	56	27
522	19.2	1	0	500	45	56	27
522.1	19.081641	1	0	500	45	56	27
522.2	18.960311	1	0	500	45	56	27
522.3	18.835319	1	0	500	45	56	27
522.4	18.705978	1	0	500	45	56	27
522.5	18.571599	1	0	500	45	56	27
522.6	18.431491	1	0	500	45	56	27
522.7	18.284966	1	0	500	45	56	27
522.8	18.131336	1	0	500	45	56	27
522.9	17.96991	1	0	500	45	56	27
523	17.8	1	0	500	45	56	27
523.1	17.620934	1	0	500	45	56	27
523.2	17.43211	1	0	500	45	56	27
523.3	17.232943	1	0	500	45	56	27
523.4	17.022846	1	0	500	45	56	27
523.5	16.801236	1	0	500	45	56	27
523.6	16.567528	1	0	500	45	56	27
523.7	16.321135	1	0	500	45	56	27
523.8	16.061472	1	0	500	45	56	27
523.9	15.787956	1	0	500	45	56	27
524	15.5	1	0	500	45	56	27
524.1	15.197222	1	0	500	45	56	27
524.2	14.880049	1	0	500	45	56	27
524.3	14.54911	1	0	500	45	56	27
524.4	14.205036	1	0	500	45	56	27
524.5	13.848456	1	0	500	45	56	27
524.6	13.479999	1	0	500	45	56	27
524.7	13.100295	1	0	500	45	56	27
524.8	12.709974	1	0	500	45	56	27
524.9	12.309666	1	0	500	45	56	27
525	11.9	1	0	500	45	56	27
525.1	11.481778	1	0	500	45	56	27
525.2	11.056495	1	0	500	45	56	27
525.3	10.625817	1	0	500	45	56	27
525.4	10.19141	1	0	500	45	56	27
525.5	9.7549415	1	0	500	45	56	27
525.6	9.3180775	1	0	500	45	56	27
525.7	8.8824847	1	0	500	45	56	27
525.8	8.4498299	1	0	500	45	56	27
525.9	8.0217794	1	0	500	45	56	27
526	7.6	1	0	500	45	56	27
526.1	7.1860644	1	0	500	45	56	27
526.2	6.7811705	1	0	500	45	56	27
526.3	6.3864222	1	0	500	45	56	27
526.4	6.0029236	1	0	500	45	56	27
526.5	5.6317786	1	0	500	45	56	27
526.6	5.2740914	1	0	500	45	56	27
526.7	4.9309659	1	0	500	45	56	27
526.8	4.6035062	1	0	500	45	56	27
526.9	4.2928162	1	0	500	45	56	27
527	4	1	0	500	45	56	27
527.1	3.7258638	1	0	500	45	56	27
527.2	3.4700228	1	0	500	45	56	27
527.3	3.2317943	1	0	500	45	56	27
527.4	3.0104956	1	0	500	45	56	27
527.5	2.805444	1	0	500	45	56	27
527.6	2.6159569	1	0	500	45	56	27
527.7	2.4413516	1	0	500	45	56	27
527.8	2.2809455	1	0	500	45	56	27
527.9	2.1340558	1	0	500	45	56	27
528	2	1	0	500	45	56	27
528.1	1.8778802	1	0	500	45	56	27
528.2	1.7659382	1	0	500	45	56	27
528.3	1.6622007	1	0	500	45	56	27
528.4	1.5646942	1	0	500	45	56	27
528.5	1.4714455	1	0	500	45	56	27
528.6	1.3804811	1	0	500	45	56	27
528.7	1.2898277	1	0	500	45	56	27
528.8	1.197512	1	0	500	45	56	27
528.9	1.1015605	1	0	500	45	56	27
529	1	1	0	500	45	56	27
529.1	0.8916153	1	0	500	45	56	27
529.2	0.77822427	1	0	500	45	56	27
529.3	0.66240301	1	0	500	45	56	27
529.4	0.54672762	1	0	500	45	56	27
529.5	0.43377419	1	0	500	45	56	27
529.6	0.32611883	1	0	500	45	56	27
529.7	0.22633763	1	0	500	45	56	27
529.8	0.1370067	1	0	500	45	56	27
529.9	0.06070212	1	0	500	45	56	27
530	0	1	0	500	45	56	27
530.1	0	1	0	500	45	56	27
530.2	0	1	0	500	45	56	27
530.3	0	1	0	500	45	56	27
530.4	0	1	0	500	45	56	27
530.5	0	1	0	500	45	56	27
530.6	0	1	0	500	45	56	27
530.7	0	1	0	500	45	56	27
530.8	0	1	0	500	45	56	27
530.9	0	1	0	500	45	56	27
531	0	1	0	500	45	56	27
531.1	0	1	0	500	45	56	27
531.2	0	1	0	500	45	56	27
531.3	0	1	0	500	45	56	27
531.4	0	1	0	500	45	56	27
531.5	0	1	0	500	45	56	27
531.6	0	1	0	500	45	56	27
531.7	0	1	0	500	45	56	27
531.8	0	1	0	500	45	56	27
531.9	0	1	0	500	45	56	27
532	0	1	0	500	45	56	27
532.1	0.00053994	1	0	500	45	56	27
532.2	0.00396738	1	0	500	45	56	27
532.3	0.01082119	1	0	500	45	56	27
532.4	0.02164021	1	0	500	45	56	27
532.5	0.03696331	1	0	500	45	56	27
532.6	0.05732934	1	0	500	45	56	27
532.7	0.08327717	1	0	500	45	56	27
532.8	0.11534565	1	0	500	45	56	27
532.9	0.15407364	1	0	500	45	56	27
533	0.2	1	0	500	45	56	27
533.1	0.25368987	1	0	500	45	56	27
533.2	0.31581348	1	0	500	45	56	27
533.3	0.38706737	1	0	500	45	56	27
533.4	0.46814805	1	0	500	45	56	27
533.5	0.55975204	1	0	500	45	56	27
533.6	0.66257587	1	0	500	45	56	27
533.7	0.77731606	1	0	500	45	56	27
533.8	0.90466913	1	0	500	45	56	27
533.9	1.0453316	1	0	500	45	56	27
534	1.2	1	0	500	45	56	27
534.1	1.3689006	1	0	500	45	56	27
534.2	1.5503787	1	0	500	45	56	27
534.3	1.7423093	1	0	500	45	56	27
534.4	1.9425676	1	0	500	45	56	27
534.5	2.1490285	1	0	500	45	56	27
534.6	2.3595672	1	0	500	45	56	27
534.7	2.5720586	1	0	500	45	56	27
534.8	2.7843778	1	0	500	45	56	27
534.9	2.9943999	1	0	500	45	56	27
535	3.2	1	0	500	45	56	27
535.1	3.3997077	1	0	500	45	56	27
535.2	3.5946717	1	0	500	45	56	27
535.3	3.7866952	1	0	500	45	56	27
535.4	3.9775815	1	0	500	45	56	27
535.5	4.1691338	1	0	500	45	56	27
535.6	4.3631554	1	0	500	45	56	27
535.7	4.5614496	1	0	500	45	56	27
535.8	4.7658196	1	0	500	45	56	27
535.9	4.9780686	1	0	500	45	56	27
536	5.2	1	0	500	45	56	27
536.1	5.4332684	1	0	500	45	56	27
536.2	5.6789343	1	0	500	45	56	27
536.3	5.9379097	1	0	500	45	56	27
536.4	6.2111063	1	0	500	45	56	27
536.5	6.4994361	1	0	500	45	56	27
536.6	6.8038111	1	0	500	45	56	27
536.7	7.125143	1	0	500	45	56	27
536.8	7.4643439	1	0	500	45	56	27
536.9	7.8223256	1	0	500	45	56	27
537	8.2	1	0	500	45	56	27
537.1	8.5980186	1	0	500	45	56	27
537.2	9.0159909	1	0	500	45	56	27
537.3	9.4532661	1	0	500	45	56	27
537.4	9.9091933	1	0	500	45	56	27
537.5	10.383122	1	0	500	45	56	27
537.6	10.8744	1	0	500	45	56	27
537.7	11.382378	1	0	500	45	56	27
537.8	11.906405	1	0	500	45	56	27
537.9	12.445829	1	0	500	45	56	27
538	13	1	0	500	45	56	27
538.1	13.567857	1	0	500	45	56	27
538.2	14.146702	1	0	500	45	56	27
538.3	14.733426	1	0	500	45	56	27
538.4	15.32492	1	0	500	45	56	27
538.5	15.918077	1	0	500	45	56	27
538.6	16.509788	1	0	500	45	56	27
538.7	17.096944	1	0	500	45	56	27
538.8	17.676437	1	0	500	45	56	27
538.9	18.245158	1	0	500	45	56	27
539	18.8	1	0	500	45	56	27
539.1	19.338052	1	0	500	45	56	27
539.2	19.857201	1	0	500	45	56	27
539.3	20.35553	1	0	500	45	56	27
539.4	20.831125	1	0	500	45	56	27
539.5	21.28207	1	0	500	45	56	27
539.6	21.706449	1	0	500	45	56	27
539.7	22.102347	1	0	500	45	56	27
539.8	22.467848	1	0	500	45	56	27
539.9	22.801038	1	0	500	45	56	27
540	23.1	1	0	500	45	56	27
540.1	23.363533	1	0	500	45	56	27
540.2	23.593294	1	0	500	45	56	27
540.3	23.791653	1	0	500	45	56	27
540.4	23.960979	1	0	500	45	56	27
540.5	24.103644	1	0	500	45	56	27
540.6	24.222017	1	0	500	45	56	27
540.7	24.318469	1	0	500	45	56	27
540.8	24.39537	1	0	500	45	56	27
540.9	24.45509	1	0	500	45	56	27
541	24.5	1	0	500	45	56	27
541.1	24.532314	1	0	500	45	56	27
541.2	24.553622	1	0	500	45	56	27
541.3	24.565359	1	0	500	45	56	27
541.4	24.568959	1	0	500	45	56	27
